category,price,discount,views,cart_adds,rating,device,purchased
Beauty,37.13,0.45,2,2,4.0,Desktop,0
Books,642.91,0.07,4,0,3.0,Mobile,0
Home,891.61,0.3,5,0,4.1,Desktop,0
Clothing,426.46,0.27,3,1,4.3,Mobile,0
Books,665.9,0.43,5,3,3.7,Tablet,1
Beauty,575.08,0.29,4,1,2.6,Tablet,0
Home,349.3,0.03,2,0,4.9,Desktop,0
Books,384.32,0.05,2,1,4.0,Tablet,0
Clothing,964.12,0.48,4,2,3.4,Tablet,1
Beauty,579.59,0.24,5,2,3.5,Desktop,1
Books,5.11,0.03,2,1,4.2,Mobile,1
Clothing,826.33,0.45,5,1,3.0,Tablet,0
Electronics,614.05,0.44,1,0,4.6,Mobile,1
Books,256.39,0.25,2,1,3.3,Desktop,1
Electronics,912.81,0.44,2,1,4.3,Tablet,1
Electronics,963.14,0.07,0,0,2.5,Desktop,0
Electronics,540.95,0.18,2,0,3.9,Mobile,1
Electronics,926.37,0.47,3,1,2.7,Mobile,0
Books,103.93,0.48,3,0,3.6,Tablet,0
Books,334.95,0.06,2,1,3.5,Tablet,1
Clothing,614.74,0.35,4,2,3.5,Desktop,1
Home,943.63,0.08,4,1,3.9,Mobile,0
Home,620.52,0.4,3,0,3.8,Desktop,0
Beauty,715.3,0.03,4,0,3.1,Mobile,0
Beauty,398.21,0.25,3,1,4.7,Tablet,0
Beauty,546.55,0.18,3,2,3.2,Mobile,0
Electronics,90.75,0.09,3,1,3.0,Tablet,1
Books,915.81,0.24,10,3,3.2,Desktop,0
Books,921.73,0.12,3,1,3.6,Mobile,0
Beauty,110.74,0.47,3,0,4.3,Desktop,0
Clothing,640.24,0.38,3,0,3.4,Tablet,0
Electronics,766.41,0.29,3,0,4.1,Desktop,0
Beauty,933.9,0.16,3,0,3.7,Tablet,0
Electronics,72.32,0.06,3,1,4.2,Tablet,1
Home,868.05,0.17,3,1,2.9,Tablet,1
Beauty,345.52,0.06,5,3,3.5,Mobile,0
Clothing,284.14,0.45,2,1,4.4,Tablet,1
Electronics,705.35,0.28,2,1,3.7,Mobile,1
Home,711.11,0.15,5,1,3.8,Mobile,0
Beauty,405.12,0.1,4,2,3.1,Tablet,0
Home,219.4,0.35,5,0,3.1,Mobile,1
Beauty,856.6,0.2,3,0,3.0,Desktop,0
Beauty,802.33,0.37,3,1,4.3,Desktop,1
Clothing,723.71,0.41,4,2,2.8,Tablet,1
Beauty,451.11,0.09,3,3,2.7,Mobile,0
Books,542.9,0.16,2,0,4.9,Mobile,0
Books,70.14,0.35,4,1,4.9,Tablet,1
Home,437.18,0.27,6,6,2.6,Mobile,0
Clothing,399.76,0.28,2,0,3.2,Mobile,0
Home,451.12,0.4,4,3,3.1,Mobile,1
Home,601.51,0.35,2,1,4.9,Desktop,0
Books,197.63,0.06,4,2,4.1,Mobile,1
Home,154.18,0.3,1,1,3.4,Mobile,1
Beauty,999.14,0.15,6,2,4.8,Tablet,1
Beauty,971.25,0.35,1,0,3.2,Desktop,0
Clothing,233.77,0.47,6,1,4.3,Tablet,1
Beauty,649.36,0.19,6,2,3.5,Tablet,0
Clothing,296.68,0.07,2,0,4.0,Tablet,1
Electronics,912.27,0.45,2,0,4.4,Desktop,0
Electronics,384.46,0.47,3,2,3.5,Desktop,0
Home,928.11,0.38,3,0,2.7,Desktop,0
Books,868.77,0.37,0,0,4.2,Tablet,0
Home,626.61,0.44,5,0,4.7,Tablet,0
Beauty,183.49,0.46,4,1,2.7,Tablet,0
Books,696.0,0.41,3,1,4.3,Desktop,1
Clothing,422.93,0.46,6,2,2.9,Desktop,0
Home,283.97,0.42,4,2,4.5,Tablet,1
Books,491.55,0.4,1,0,3.0,Tablet,0
Electronics,322.49,0.09,4,2,3.8,Desktop,0
Home,826.25,0.09,3,1,2.6,Tablet,0
Electronics,428.12,0.21,5,1,4.4,Tablet,0
Electronics,47.44,0.21,3,0,3.0,Mobile,1
Clothing,783.15,0.19,2,1,4.1,Desktop,0
Electronics,389.76,0.23,2,1,2.6,Mobile,0
Beauty,82.54,0.01,1,0,2.8,Mobile,0
Clothing,580.01,0.36,8,2,4.6,Tablet,1
Books,862.29,0.31,2,0,3.7,Mobile,0
Clothing,44.52,0.14,1,0,4.3,Mobile,0
Books,692.87,0.33,0,0,3.7,Tablet,0
Electronics,780.72,0.23,2,0,3.9,Desktop,0
Electronics,673.7,0.19,5,3,4.7,Tablet,1
Clothing,168.53,0.0,4,2,4.6,Tablet,0
Home,655.86,0.09,5,0,4.6,Desktop,1
Clothing,475.42,0.45,0,0,3.9,Desktop,0
Beauty,461.92,0.05,5,3,4.9,Desktop,1
Electronics,64.71,0.31,3,2,2.6,Desktop,0
Clothing,254.97,0.36,3,2,2.7,Tablet,0
Home,852.9,0.2,6,4,5.0,Tablet,1
Books,48.78,0.37,0,0,4.6,Tablet,1
Electronics,95.57,0.18,5,1,2.8,Desktop,0
Clothing,243.3,0.0,3,1,4.6,Desktop,0
Home,589.69,0.41,0,0,4.0,Desktop,0
Beauty,225.66,0.15,2,1,2.9,Mobile,0
Clothing,500.24,0.15,7,2,4.2,Mobile,1
Clothing,685.5,0.12,4,0,3.7,Mobile,0
Home,842.86,0.26,4,0,4.8,Tablet,0
Beauty,211.82,0.03,4,1,4.3,Mobile,0
Beauty,814.91,0.24,2,0,4.5,Tablet,0
Books,625.0,0.04,0,0,2.8,Mobile,0
Books,564.42,0.1,4,0,4.9,Tablet,0
Beauty,409.06,0.16,3,1,4.4,Desktop,1
Books,701.29,0.33,5,1,2.6,Desktop,1
Clothing,794.42,0.37,1,0,4.0,Tablet,0
Clothing,239.82,0.16,5,2,3.9,Mobile,0
Electronics,758.03,0.03,1,1,2.7,Mobile,0
Beauty,634.64,0.38,2,1,4.8,Mobile,0
Home,906.65,0.48,6,1,3.4,Desktop,1
Electronics,445.46,0.11,3,1,4.2,Tablet,0
Beauty,41.65,0.2,3,1,2.7,Mobile,1
Home,797.23,0.17,2,1,3.6,Desktop,0
Home,615.73,0.25,5,1,3.5,Desktop,1
Beauty,439.79,0.3,4,1,4.4,Mobile,0
Clothing,824.74,0.39,3,1,3.3,Tablet,1
Clothing,278.59,0.11,6,4,4.9,Tablet,1
Beauty,932.96,0.2,5,1,4.4,Desktop,1
Beauty,567.57,0.3,6,3,4.2,Mobile,1
Beauty,557.91,0.06,5,3,3.9,Desktop,1
Beauty,137.6,0.29,5,1,4.2,Desktop,0
Books,794.62,0.35,0,0,3.8,Desktop,0
Beauty,423.01,0.1,2,0,2.7,Mobile,1
Home,634.41,0.22,2,0,3.9,Desktop,0
Clothing,913.15,0.3,1,0,3.5,Desktop,0
Home,325.03,0.03,2,0,4.7,Mobile,0
Beauty,775.61,0.1,3,2,3.7,Mobile,0
Beauty,992.61,0.23,4,1,4.6,Desktop,0
Electronics,672.56,0.3,2,1,4.7,Mobile,1
Home,840.39,0.25,0,0,4.2,Tablet,0
Books,142.77,0.21,1,0,2.7,Tablet,1
Home,907.8,0.09,0,0,4.0,Tablet,0
Electronics,109.37,0.23,1,0,2.8,Mobile,0
Clothing,924.14,0.32,4,2,4.7,Tablet,1
Books,398.56,0.41,1,1,2.7,Desktop,0
Electronics,21.97,0.07,2,1,3.1,Tablet,0
Books,91.94,0.05,10,1,2.8,Desktop,0
Electronics,920.15,0.33,3,2,3.3,Desktop,1
Beauty,108.04,0.21,6,0,4.6,Mobile,0
Electronics,369.22,0.16,4,1,3.1,Tablet,0
Clothing,735.72,0.08,2,0,4.1,Mobile,0
Books,306.25,0.07,4,1,4.7,Desktop,1
Books,898.2,0.37,1,0,2.7,Mobile,0
Electronics,677.51,0.43,2,2,2.7,Tablet,1
Clothing,837.58,0.47,2,2,3.3,Mobile,0
Electronics,866.03,0.32,1,0,3.4,Tablet,1
Beauty,574.73,0.02,3,1,3.8,Tablet,1
Beauty,164.32,0.27,3,1,4.1,Mobile,1
Books,300.77,0.33,2,0,4.6,Mobile,0
Electronics,871.11,0.35,6,0,3.0,Mobile,0
Home,653.27,0.08,5,0,3.3,Desktop,0
Books,179.11,0.33,2,1,4.9,Mobile,1
Clothing,714.49,0.21,3,0,3.3,Desktop,0
Home,582.85,0.4,4,1,2.8,Desktop,0
Beauty,351.15,0.49,4,0,3.5,Mobile,0
Electronics,137.65,0.22,4,1,3.9,Desktop,1
Home,349.15,0.32,6,2,2.6,Mobile,0
Electronics,697.87,0.21,1,0,4.3,Desktop,0
Books,66.09,0.41,4,1,3.3,Desktop,0
Electronics,771.34,0.01,3,1,4.2,Tablet,0
Beauty,847.98,0.19,3,2,3.8,Mobile,0
Home,621.64,0.47,4,0,4.9,Mobile,0
Electronics,511.4,0.49,7,3,4.5,Mobile,0
Beauty,408.49,0.11,0,0,3.1,Mobile,0
Books,98.05,0.28,5,2,3.3,Mobile,1
Clothing,362.08,0.02,3,0,3.9,Mobile,1
Home,14.22,0.14,1,1,3.4,Desktop,1
Clothing,52.21,0.12,5,0,3.1,Desktop,0
Books,481.29,0.37,1,0,4.3,Tablet,0
Beauty,331.92,0.15,4,1,4.7,Desktop,1
Home,408.72,0.12,4,1,4.1,Desktop,0
Books,384.05,0.17,3,1,4.8,Mobile,1
Clothing,327.64,0.36,3,0,4.8,Mobile,1
Electronics,619.83,0.33,2,0,4.6,Desktop,0
Clothing,999.27,0.34,7,5,4.0,Desktop,0
Home,759.8,0.19,3,1,3.3,Desktop,0
Clothing,231.65,0.42,2,1,3.8,Desktop,0
Books,46.08,0.34,5,1,3.5,Tablet,0
Beauty,250.56,0.1,0,0,4.5,Mobile,0
Electronics,185.5,0.48,6,2,5.0,Mobile,0
Electronics,142.54,0.46,7,1,3.5,Tablet,0
Beauty,499.28,0.3,2,1,4.6,Mobile,0
Books,834.05,0.35,2,0,3.5,Desktop,0
Clothing,782.12,0.13,2,1,2.9,Tablet,0
Home,613.16,0.43,2,0,3.6,Tablet,0
Electronics,925.87,0.36,5,1,3.8,Tablet,0
Electronics,133.38,0.4,3,1,2.6,Desktop,0
Clothing,592.8,0.33,2,0,3.2,Desktop,0
Home,827.4,0.12,5,3,2.9,Mobile,0
Beauty,990.15,0.43,3,1,3.1,Tablet,0
Clothing,184.24,0.1,2,1,4.5,Tablet,1
Electronics,780.84,0.19,5,2,4.9,Tablet,1
Beauty,106.75,0.04,2,1,4.4,Desktop,0
Clothing,507.9,0.01,3,1,4.4,Tablet,1
Home,889.84,0.27,3,1,4.5,Desktop,1
Electronics,259.07,0.09,3,2,4.3,Mobile,0
Electronics,32.65,0.17,3,0,4.0,Tablet,0
Clothing,721.35,0.45,6,2,4.3,Desktop,0
Beauty,217.95,0.41,5,2,3.3,Desktop,1
Beauty,237.96,0.38,5,3,4.0,Tablet,1
Beauty,225.58,0.47,2,0,3.6,Desktop,0
Books,384.11,0.11,3,1,3.0,Mobile,0
Beauty,340.48,0.22,5,1,3.4,Desktop,1
Beauty,486.9,0.01,5,0,4.3,Mobile,0
Electronics,15.19,0.14,1,1,3.1,Desktop,1
Clothing,582.33,0.36,3,1,3.3,Tablet,0
Home,230.13,0.41,0,0,2.7,Desktop,0
Books,906.11,0.26,5,2,4.1,Desktop,0
Books,553.22,0.42,4,1,2.7,Mobile,0
Books,448.95,0.34,1,1,3.9,Desktop,1
Home,494.73,0.24,1,0,4.1,Tablet,0
Clothing,380.54,0.36,3,2,3.9,Desktop,0
Clothing,88.15,0.08,2,1,3.0,Tablet,0
Books,364.64,0.09,3,2,4.9,Desktop,1
Beauty,54.92,0.01,2,1,2.8,Desktop,0
Clothing,32.48,0.48,2,1,3.7,Tablet,0
Beauty,240.9,0.07,3,2,2.9,Mobile,0
Home,66.51,0.16,3,1,4.6,Mobile,0
Clothing,414.9,0.45,2,0,4.5,Tablet,0
Clothing,632.96,0.17,4,0,3.1,Mobile,0
Books,880.73,0.44,2,0,4.4,Mobile,0
Clothing,123.17,0.16,0,0,3.8,Mobile,1
Electronics,145.06,0.21,1,0,3.3,Mobile,0
Clothing,166.23,0.05,0,0,4.3,Mobile,0
Beauty,821.57,0.23,2,0,3.8,Desktop,0
Clothing,993.19,0.49,3,0,5.0,Mobile,1
Books,218.72,0.13,3,0,2.7,Tablet,0
Beauty,502.64,0.42,2,1,4.5,Tablet,0
Beauty,641.64,0.05,2,1,3.6,Tablet,0
Clothing,494.64,0.05,4,1,3.2,Mobile,0
Beauty,640.4,0.31,7,4,3.2,Desktop,0
Clothing,638.8,0.15,2,0,4.2,Tablet,0
Clothing,608.47,0.37,2,2,4.1,Tablet,1
Electronics,421.42,0.33,3,1,4.5,Tablet,1
Electronics,116.52,0.4,1,0,4.3,Mobile,0
Home,21.18,0.16,5,1,3.0,Desktop,0
Beauty,23.21,0.35,1,0,4.5,Tablet,0
Home,364.82,0.16,2,2,2.6,Tablet,0
Books,576.64,0.49,5,2,3.0,Mobile,1
Clothing,489.91,0.39,4,0,2.5,Mobile,0
Beauty,669.22,0.36,3,1,3.1,Desktop,0
Beauty,101.88,0.21,5,2,3.0,Tablet,1
Home,43.49,0.24,4,2,4.3,Desktop,0
Home,602.21,0.41,7,3,3.4,Tablet,1
Clothing,200.49,0.23,2,1,3.3,Mobile,0
Clothing,8.55,0.45,4,1,4.3,Mobile,0
Electronics,460.17,0.09,3,0,4.9,Mobile,0
Clothing,412.63,0.09,4,2,2.8,Mobile,1
Beauty,788.98,0.23,3,1,2.9,Tablet,0
Home,847.85,0.3,3,1,4.8,Desktop,1
Beauty,295.05,0.26,4,1,3.0,Desktop,1
Beauty,330.16,0.38,3,1,3.9,Tablet,1
Beauty,486.03,0.18,3,0,4.6,Mobile,0
Home,480.33,0.43,4,2,2.7,Mobile,1
Home,370.22,0.44,3,2,3.1,Desktop,0
Clothing,315.35,0.22,2,0,4.6,Tablet,1
Home,818.88,0.29,4,2,4.3,Mobile,1
Home,252.64,0.32,3,1,4.4,Mobile,1
Home,961.93,0.12,2,1,4.5,Tablet,0
Beauty,81.09,0.08,6,3,2.8,Desktop,0
Electronics,228.2,0.3,2,0,4.6,Mobile,1
Electronics,829.34,0.04,6,2,4.4,Mobile,0
Home,59.01,0.36,1,1,3.0,Tablet,1
Clothing,536.45,0.26,3,1,4.5,Mobile,1
Clothing,653.33,0.03,0,0,3.4,Tablet,0
Home,667.13,0.4,2,0,3.3,Mobile,1
Beauty,791.53,0.22,2,0,3.4,Desktop,0
Clothing,605.8,0.5,3,2,2.6,Desktop,0
Books,143.26,0.23,5,2,3.0,Mobile,0
Home,973.18,0.47,0,0,2.7,Desktop,0
Books,801.94,0.13,3,2,3.8,Tablet,0
Clothing,670.18,0.41,2,1,4.1,Tablet,1
Clothing,629.08,0.2,1,0,3.3,Mobile,0
Home,216.23,0.31,3,2,3.0,Desktop,0
Beauty,875.35,0.03,3,3,2.7,Desktop,1
Electronics,617.53,0.37,4,3,3.5,Desktop,1
Electronics,430.13,0.13,3,0,4.9,Desktop,0
Home,147.87,0.49,0,0,3.7,Tablet,0
Home,783.07,0.37,7,0,4.6,Tablet,0
Home,283.52,0.32,4,1,3.4,Tablet,1
Clothing,924.36,0.05,3,1,4.1,Desktop,0
Clothing,40.2,0.14,4,2,3.5,Mobile,1
Home,537.9,0.29,2,1,3.1,Tablet,1
Books,977.09,0.03,4,2,3.5,Desktop,0
Electronics,618.64,0.3,3,1,3.6,Desktop,0
Electronics,718.78,0.44,2,2,3.2,Tablet,1
Clothing,442.45,0.37,4,1,3.0,Tablet,0
Clothing,551.03,0.2,6,1,2.6,Tablet,0
Home,889.56,0.43,1,0,3.3,Mobile,0
Beauty,752.26,0.39,3,0,3.5,Tablet,0
Clothing,720.73,0.28,3,0,3.2,Tablet,0
Books,573.66,0.28,1,1,4.0,Desktop,1
Books,757.7,0.29,1,0,2.8,Mobile,0
Books,705.45,0.35,5,3,2.9,Mobile,0
Books,817.81,0.01,1,0,4.0,Desktop,0
Electronics,72.71,0.1,0,0,4.4,Desktop,0
Electronics,448.89,0.05,1,0,4.6,Desktop,0
Home,35.41,0.43,2,2,4.1,Mobile,1
Books,688.41,0.25,2,2,4.5,Tablet,1
Books,194.64,0.29,2,1,3.3,Tablet,1
Beauty,873.21,0.34,3,1,4.1,Desktop,0
Home,548.48,0.1,4,3,2.8,Tablet,0
Books,232.43,0.31,0,0,2.9,Desktop,0
Clothing,876.49,0.4,2,0,4.5,Mobile,0
Beauty,441.36,0.1,4,2,4.4,Tablet,0
Books,323.73,0.27,6,0,3.2,Tablet,0
Beauty,412.76,0.44,4,3,4.7,Tablet,0
Beauty,189.98,0.24,8,1,3.4,Mobile,1
Electronics,296.62,0.02,2,1,4.6,Desktop,1
Clothing,828.36,0.13,3,0,3.9,Tablet,0
Beauty,836.41,0.21,4,2,5.0,Tablet,0
Electronics,318.7,0.21,3,0,2.8,Desktop,1
Beauty,383.75,0.18,0,0,3.7,Mobile,0
Books,149.93,0.24,5,1,3.9,Desktop,0
Home,448.29,0.12,1,1,3.2,Desktop,1
Books,124.42,0.23,2,1,4.5,Tablet,1
Electronics,407.84,0.23,2,1,3.0,Tablet,0
Electronics,801.4,0.09,1,0,3.2,Tablet,0
Home,64.38,0.22,4,1,4.2,Tablet,0
Beauty,60.89,0.24,1,0,3.4,Desktop,0
Electronics,117.01,0.4,0,0,3.6,Mobile,0
Home,714.76,0.02,1,0,3.8,Tablet,0
Beauty,83.14,0.44,2,1,3.4,Desktop,0
Clothing,43.91,0.47,1,1,3.1,Mobile,0
Electronics,105.33,0.12,0,0,2.6,Mobile,0
Home,580.12,0.42,2,0,3.6,Tablet,0
Home,711.79,0.26,3,1,2.7,Tablet,0
Home,937.22,0.01,3,2,4.3,Mobile,1
Books,188.14,0.02,3,1,3.3,Mobile,1
Books,882.89,0.33,1,0,3.8,Mobile,0
Beauty,373.06,0.27,0,0,3.8,Mobile,0
Books,622.76,0.47,4,2,3.6,Tablet,1
Books,444.96,0.17,6,3,3.5,Mobile,1
Books,649.37,0.34,5,0,4.1,Tablet,0
Books,435.92,0.23,3,1,2.5,Tablet,0
Home,879.83,0.25,1,1,4.3,Desktop,1
Books,846.4,0.45,0,0,4.4,Desktop,0
Electronics,471.86,0.37,6,3,2.6,Mobile,1
Clothing,69.78,0.25,6,2,2.5,Mobile,1
Electronics,563.21,0.29,2,0,4.1,Desktop,0
Clothing,543.39,0.27,1,0,3.0,Mobile,0
Home,812.94,0.0,3,0,3.6,Tablet,0
Clothing,428.11,0.22,3,1,2.7,Desktop,0
Home,19.26,0.4,3,1,2.9,Desktop,0
Clothing,154.98,0.32,2,1,2.5,Mobile,1
Beauty,819.55,0.42,3,0,3.9,Mobile,0
Electronics,155.84,0.47,2,0,3.2,Desktop,0
Books,487.06,0.43,5,1,2.8,Mobile,1
Beauty,794.48,0.01,6,2,3.9,Mobile,0
Books,313.71,0.34,2,1,3.7,Tablet,1
Electronics,645.2,0.22,5,1,4.7,Mobile,0
Beauty,355.05,0.11,3,1,2.8,Mobile,0
Books,769.8,0.36,3,2,4.9,Tablet,0
Electronics,283.21,0.36,0,0,4.8,Tablet,0
Electronics,988.47,0.25,6,4,3.4,Desktop,1
Home,369.23,0.31,5,1,2.5,Tablet,1
Clothing,526.28,0.25,3,1,4.3,Tablet,0
Books,336.14,0.46,4,1,3.5,Mobile,1
Home,203.97,0.44,8,3,4.6,Tablet,0
Home,966.84,0.14,1,0,3.0,Desktop,0
Clothing,850.71,0.12,1,0,3.7,Desktop,0
Home,430.57,0.02,1,1,4.4,Mobile,1
Home,116.47,0.35,4,3,4.8,Tablet,0
Electronics,67.08,0.2,5,0,4.1,Tablet,0
Clothing,81.62,0.38,7,2,4.6,Desktop,0
Beauty,622.28,0.21,5,2,5.0,Desktop,1
Electronics,143.18,0.42,3,0,4.0,Tablet,0
Beauty,133.71,0.28,0,0,4.7,Desktop,0
Beauty,20.92,0.02,4,2,4.1,Tablet,0
Electronics,804.81,0.09,4,1,3.1,Tablet,0
Beauty,921.66,0.29,4,0,4.9,Desktop,0
Electronics,875.13,0.33,4,0,3.4,Tablet,0
Beauty,958.24,0.17,5,1,2.6,Mobile,0
Beauty,77.33,0.23,3,2,3.2,Desktop,0
Books,669.81,0.37,2,0,3.3,Tablet,0
Home,29.09,0.16,1,0,2.7,Tablet,0
Beauty,315.38,0.08,4,1,2.7,Tablet,0
Clothing,665.36,0.21,3,2,2.7,Tablet,1
Electronics,122.14,0.09,2,0,4.8,Tablet,0
Electronics,889.14,0.17,4,2,3.5,Tablet,1
Clothing,448.73,0.06,2,0,3.3,Mobile,1
Electronics,259.63,0.05,2,1,3.9,Tablet,0
Books,976.6,0.44,6,3,3.7,Tablet,0
Home,468.1,0.39,2,0,4.0,Desktop,0
Clothing,186.36,0.2,3,0,4.0,Desktop,0
Beauty,818.15,0.44,5,0,3.4,Tablet,0
Clothing,658.12,0.01,3,0,3.8,Desktop,0
Books,911.68,0.44,3,2,4.6,Desktop,1
Clothing,360.3,0.36,5,1,3.8,Mobile,0
Books,187.95,0.26,6,4,4.6,Desktop,1
Electronics,997.15,0.18,1,0,3.1,Mobile,0
Electronics,857.39,0.37,3,1,3.2,Mobile,0
Books,162.47,0.06,3,1,3.1,Mobile,1
Electronics,964.68,0.11,5,1,4.7,Mobile,1
Clothing,377.48,0.41,0,0,2.8,Desktop,0
Books,685.8,0.31,3,2,2.7,Tablet,1
Books,95.0,0.49,4,0,2.6,Mobile,1
Home,330.86,0.17,3,2,3.4,Tablet,0
Clothing,973.53,0.01,2,1,4.5,Tablet,1
Home,165.43,0.11,4,0,4.0,Desktop,0
Electronics,469.89,0.16,3,2,4.8,Desktop,0
Beauty,36.62,0.33,11,2,2.9,Desktop,1
Home,482.74,0.31,4,1,4.1,Mobile,1
Clothing,201.24,0.18,3,2,4.8,Tablet,1
Books,312.83,0.41,1,0,4.8,Mobile,0
Books,276.25,0.45,6,2,3.3,Mobile,0
Clothing,525.88,0.06,3,2,4.5,Desktop,1
Beauty,230.76,0.23,0,0,3.8,Mobile,0
Beauty,575.48,0.48,7,2,3.3,Tablet,0
Electronics,852.46,0.12,0,0,3.0,Mobile,0
Home,88.09,0.22,5,2,4.9,Tablet,0
Beauty,581.62,0.36,4,0,4.1,Tablet,0
Electronics,490.17,0.08,2,0,3.1,Mobile,1
Electronics,822.91,0.01,2,0,3.3,Tablet,0
Home,632.71,0.11,3,0,3.7,Desktop,0
Home,258.28,0.03,2,0,3.8,Mobile,0
Clothing,882.32,0.45,1,0,3.7,Mobile,0
Clothing,863.75,0.3,4,1,4.1,Desktop,0
Clothing,430.7,0.33,3,0,3.7,Mobile,0
Electronics,350.8,0.42,1,0,4.0,Desktop,0
Electronics,156.51,0.28,1,1,3.2,Desktop,1
Beauty,183.62,0.27,2,1,2.7,Tablet,0
Home,224.21,0.16,4,1,4.1,Desktop,1
Electronics,144.56,0.35,3,3,3.1,Mobile,0
Electronics,779.54,0.23,7,3,2.5,Desktop,0
Books,796.63,0.27,1,1,3.3,Desktop,0
Home,210.15,0.34,3,0,4.7,Desktop,1
Home,183.08,0.01,2,0,4.4,Mobile,0
Clothing,868.21,0.26,4,0,2.8,Desktop,0
Books,97.41,0.14,4,1,4.8,Mobile,0
Electronics,832.04,0.42,5,0,4.6,Tablet,0
Clothing,234.39,0.3,2,1,4.8,Tablet,1
Home,569.66,0.48,4,2,4.9,Mobile,0
Clothing,488.12,0.16,8,1,4.1,Desktop,0
Books,329.58,0.11,3,1,4.1,Tablet,0
Clothing,981.52,0.22,4,1,2.9,Desktop,0
Books,752.26,0.11,1,1,3.9,Tablet,0
Beauty,136.43,0.24,4,2,2.7,Tablet,0
Home,562.62,0.36,1,0,2.9,Desktop,0
Home,547.78,0.39,3,0,4.9,Mobile,1
Electronics,957.63,0.39,1,0,4.1,Desktop,0
Beauty,289.04,0.1,4,1,2.8,Desktop,0
Beauty,497.42,0.18,3,1,3.9,Tablet,0
Home,962.96,0.01,3,2,4.1,Desktop,0
Beauty,680.9,0.49,4,2,3.7,Desktop,1
Books,738.77,0.39,2,0,3.6,Desktop,0
Clothing,435.41,0.48,0,0,4.0,Desktop,1
Books,717.36,0.36,1,1,2.7,Tablet,1
Beauty,415.15,0.47,8,1,3.2,Mobile,0
Beauty,864.98,0.09,4,0,3.7,Mobile,0
Electronics,666.62,0.21,2,0,4.5,Tablet,0
Beauty,626.69,0.16,0,0,3.0,Desktop,0
Electronics,931.71,0.27,5,2,4.9,Tablet,1
Home,899.11,0.44,1,0,5.0,Desktop,0
Beauty,813.87,0.39,1,1,2.7,Desktop,1
Clothing,566.23,0.18,2,0,4.3,Mobile,1
Books,190.49,0.04,4,1,2.5,Tablet,1
Beauty,33.03,0.19,4,1,4.5,Tablet,1
Home,420.83,0.16,3,1,3.3,Tablet,0
Books,525.84,0.37,3,1,4.6,Mobile,0
Beauty,939.82,0.49,2,1,3.7,Mobile,1
Home,674.29,0.39,5,2,2.5,Tablet,0
Beauty,671.7,0.08,2,0,3.1,Tablet,0
Books,852.78,0.13,3,2,3.2,Mobile,0
Clothing,998.6,0.38,2,0,3.6,Desktop,0
Beauty,571.6,0.25,4,3,2.5,Tablet,0
Clothing,762.41,0.47,2,1,2.9,Desktop,0
Books,463.98,0.27,3,0,4.4,Tablet,1
Beauty,621.15,0.12,2,1,2.9,Mobile,0
Beauty,734.94,0.45,3,1,2.6,Tablet,0
Home,933.93,0.17,1,1,4.0,Mobile,0
Home,150.77,0.13,5,1,4.2,Tablet,0
Clothing,495.07,0.19,6,0,4.6,Tablet,0
Beauty,694.57,0.13,2,0,2.9,Tablet,0
Books,576.95,0.3,3,1,3.8,Desktop,0
Beauty,688.41,0.23,0,0,3.1,Desktop,0
Electronics,85.6,0.22,1,1,4.9,Desktop,1
Home,345.43,0.34,4,2,4.4,Mobile,1
Beauty,331.89,0.05,6,1,3.7,Tablet,0
Clothing,792.06,0.01,3,1,4.8,Desktop,1
Electronics,213.54,0.37,2,1,4.0,Tablet,0
Books,707.32,0.19,6,2,5.0,Mobile,0
Electronics,459.89,0.48,0,0,3.3,Mobile,1
Home,899.63,0.14,3,2,4.5,Mobile,0
Books,577.38,0.11,6,2,4.0,Mobile,0
Clothing,899.35,0.13,1,0,4.6,Desktop,0
Beauty,696.31,0.42,3,1,2.7,Tablet,0
Electronics,754.31,0.18,2,1,4.4,Mobile,1
Clothing,416.92,0.45,7,2,4.8,Desktop,1
Beauty,642.26,0.0,2,1,3.8,Mobile,0
Clothing,238.88,0.17,2,0,4.6,Mobile,0
Home,533.89,0.36,1,0,3.9,Mobile,0
Books,691.64,0.02,2,1,4.3,Desktop,1
Clothing,234.88,0.48,3,0,3.8,Tablet,0
Home,389.0,0.04,3,1,3.6,Mobile,0
Books,151.48,0.38,3,1,3.7,Tablet,0
Electronics,574.9,0.27,4,2,3.9,Desktop,0
Books,185.07,0.38,4,2,4.0,Desktop,1
Clothing,324.32,0.15,1,0,4.1,Desktop,0
Beauty,305.65,0.42,2,0,4.5,Tablet,0
Beauty,401.88,0.42,1,0,4.3,Desktop,1
Home,864.89,0.4,2,1,4.1,Tablet,1
Books,143.54,0.42,0,0,4.4,Desktop,0
Beauty,415.28,0.43,2,1,3.7,Tablet,0
Home,30.27,0.46,2,1,2.6,Mobile,1
Books,475.97,0.01,1,0,3.9,Tablet,0
Clothing,106.05,0.16,1,0,4.2,Desktop,0
Clothing,982.82,0.34,1,0,3.7,Tablet,0
Clothing,811.96,0.47,3,1,4.6,Desktop,0
Clothing,222.36,0.19,2,1,4.3,Desktop,1
Home,612.82,0.19,2,1,4.4,Tablet,1
Beauty,744.48,0.01,0,0,4.2,Desktop,0
Home,387.98,0.2,2,0,3.5,Mobile,1
Electronics,146.08,0.18,5,3,3.4,Tablet,0
Clothing,338.96,0.05,3,3,2.9,Desktop,1
Books,175.75,0.06,1,0,4.2,Mobile,0
